Language,URL,Released Year,Programming Paradigm,Computational Class,Usability,Technical Characteristics,Specific Language Types or Features,Abstract
Fm,https://esolangs.org/wiki/Fm,,,turing complete,,,brainfuck derivatives,"For each m >= 2, Fm is a computational model based on editing a finite 
unbounded string on an alphabet of m letters.  It is derived from Brainfuck 
in the spirit of the Wang program formulation of Turing machines, by using 
only the five instructions '+' '<' '>' '[' ']' and by applying a cyclic 
ordering to the alphabet, with '+' changing a letter to the next letter 
in cyclic order."
Biota,https://esolangs.org/wiki/Biota,,,,implemented; no io,,two-dimensional languages; languages,"Biota, devised by Ward Cunningham, is an esoteric programming language in two dimensions and sold for a net profit in 1991 (predating Befunge).  The desire was for a 2-D language that was simple enough and robust enough to experiment with code mutation."
P′′,https://esolangs.org/wiki/P′′,,,turing complete; turing tarpits,implemented,cell-based,languages; low-level; brainfuck,"P



′
′




{\displaystyle {\mathcal {P}}^{\prime \prime }}

 (hereafter written P′′) is a primitive programming language created by Corrado Böhm 1,2 in 1964 to describe a family of Turing machines."
1L,https://esolangs.org/wiki/1L,2005,,turing tarpits,implemented; unimplemented,,languages; two-dimensional languages; low-level,"Though Gregor Richards purported 2L as a Turing-complete language with only two operators, the nop operator (that is, anything that's not + or *) is so significant in 2L that it serves as a third. 1L is a family of attempts to reduce the set of symbols even further, producing a two-dimensional language that truly only has two symbols (the name being a perverted joke against 2L: since 2L has 3 commands, 1L has 2 commands)."
Binary combinatory logic,https://esolangs.org/wiki/Binary combinatory logic,,functional paradigm,turing tarpits,no io; implemented,,languages; low-level,"Binary combinatory logic (BCL) is a complete formulation of combinatory logic (CL) using only the symbols 0 and 1, together with two term-rewriting rules.  BCL has applications in the theory of program-size complexity (Kolmogorov complexity)."
ADJUST,https://esolangs.org/wiki/ADJUST,2005,,,implemented,stack-based,languages; two-dimensional languages; low-level,"ADJUST, for A Divergent Jumble of Unrelated Symbolic Terms, is a two-dimensional esoteric programming language invented by Scott Feeney in 2005. All of the ASCII characters from 32 to 126 are valid instructions; each instruction carries out several operations depending on the prime factors of its ASCII value."
Udage,https://esolangs.org/wiki/Udage,2005,,turing tarpits,implemented,cell-based,languages; cjk,"Udage is an esoteric programming language primarily designed by User:Gs30ng, originally presenting what the author calls the ""pattern programming paradigm."""
Gravity,https://esolangs.org/wiki/Gravity,2005,,unknown computational class,usability unknown; unimplemented,,languages; two-dimensional languages; low-level,"Gravity was invented by Safalra (Stephen Morley) on 4th August 2005, based on a idea from Isaac Newton. Gravity is very different from any other existing programming language. Although its behavior is well-defined and deterministic, the evolution of its space is in general non-computable, due to the nature of the differential equations that govern it."
MISC,https://esolangs.org/wiki/MISC,2003,,turing complete; turing tarpits,no io; unimplemented,cell-based,languages; low-level,MISC is an esoteric programming language devised by Safalra (Stephen Morley) in September 2003. It consists of a specific implementation of the OISC concept. MISC is Turing Complete.
PROLAN/M,https://esolangs.org/wiki/PROLAN/M,,,turing complete,implemented,,languages,"PROLAN/M is the language described in one of the problems of the 2nd International Olympiad in Infomatics in 1990. Its programs are essentially sequential substitution systems, a string-rewriting paradigm."
Brainloller,https://esolangs.org/wiki/Brainloller,2005,,turing complete,implemented,cell-based,languages; brainfuck derivatives; two-dimensional languages; low-level,"Brainloller is a Brainfuck clone designed by Lode Vandevenne in 2005. Commands are read from the pixels of a .png image (like Piet), with 2 extra commands. The extra commands change the instruction pointer direction so that you can compact the 1D Brainfuck code into a 2D image. You can hide Brainloller code in a photo or draw comments."
Deltaplex,https://esolangs.org/wiki/Deltaplex,2006,,unknown computational class,implemented,,languages; two-dimensional languages; high-level,"Deltaplex is an esoteric programming language developed by Lode Vandevenne. It was designed to be the successor of Gammaplex. Deltaplex code is to be read from a PNG image that is decoded into a 32-bit RGBA buffer. The main reason for this is not because it's funny to read code from an image, but because this is the best way to store textures in code. Deltaplex supports 3D graphics, hence the need for textures."
SADOL,https://esolangs.org/wiki/SADOL,2005,functional paradigm,turing_complete,implemented,,languages,SADOL (Sadistic And Damn Odd Language) is an esoteric programming language made by Martin 'nooga' Gasperowicz (User:nooga) in 2005.
Network Headache,https://esolangs.org/wiki/Network Headache,,,unknown computational class,implemented,,languages; low-level,Network Headache is an esoteric programming language invented by User:Zzo38.
Easy,https://esolangs.org/wiki/Easy,2005,,turing tarpits,implemented,cell-based,languages; joke languages; brainfuck derivatives; low-level,"Easy is an esoteric programming language based on Brainfuck. Unlike most programming languages, all actual code-writing is done at runtime, hence the author's joke that ""it is extremely easy to write programs in Easy""."
Orthogonal,https://esolangs.org/wiki/Orthogonal,1996,,unknown computational class,output only; implemented,stack-based,languages; two-dimensional languages; low-level,"Orthogonal is a two-dimensional esoteric programming language created by Brian Raiter in 1996. Orthogonal was based on the language Orthagonal. According to the home page, Orthogonal was created without the knowledge of Befunge, an influential two-dimensional language invented earlier, but whether the author of Orthagonal was also aware of Befunge is not known."
Orthagonal,https://esolangs.org/wiki/Orthagonal,1994,,unknown computational class,implemented,stack-based,languages; two-dimensional languages,Orthagonal is a two-dimensional esoteric programming language created by Jeff Epler in 1994 after a discussion about two-dimensional languages in alt.folklore.computers.
Shakespeare,https://esolangs.org/wiki/Shakespeare,2001,,unknown computational class,implemented,stack-based,languages; high-level; thematic,"The Shakespeare Programming Language (SPL) is an esoteric programming language created by Karl Hasselström and Jon Åslund in 2001. The design goal of Shakespeare was, according to the Manual, to make a language with beautiful source code that resembled Shakespeare plays."
Braintwist,https://esolangs.org/wiki/Braintwist,2005,,turing complete,implemented,cell-based,languages; brainfuck derivatives; low-level,Braintwist is a dialect of Brainfuck designed by Troels Henriksen in 2005. Its only difference from Brainfuck is the introduction of a new operator that allows for self-modifying code.
Catch,https://esolangs.org/wiki/Catch,,,,unimplemented,,languages,"Catch is an esoteric programming language, designed by User:ihope127, in which most statements throw exceptions. A block consists of an if statement followed by a number of others, and it ends right before the next if. The exception is if's inside a catch statement: outside a catch statement, the whole thing is treated as a single instruction, while inside the catch statement, the catch statement is treated as if it were the whole program."
Braincopter,https://esolangs.org/wiki/Braincopter,2005,,turing complete,implemented,cell-based; steganography,languages; brainfuck derivatives; two-dimensional languages; low-level,"Braincopter is an esoteric programming language that is an almost identical clone of Brainloller designed by Lode Vandevenne in 2005. The commands and the specification are exactly the same as those of Brainloller. The Brainloller interpreter can be converted into a Braincopter interpreter by changing only a few lines of code. Like in Brainloller, the Braincopter source code has to be a PNG image."
Subskin,https://esolangs.org/wiki/Subskin,2005,,turing complete; turing tarpits,implemented,,languages; low-level,"Subskin is an OISC variant with a very short (148 bytes of code) Ruby implementation written by Jannis Harder in 2005.
Subskin is an abbreviation for ""subtract and skip if negative"", which is the only instruction."
